time_s,period_us
0.0,1535387
0.02,10000000
0.04,10000000
0.06,2398351
0.08,10000000
0.1,2464581
0.12000000000000001,10000000
0.14,10000000
0.16,10000000
0.18,10000000
0.19999999999999998,10000000
0.21999999999999997,10000000
0.23999999999999996,1550584
0.25999999999999995,1101701
0.27999999999999997,10000000
0.3,10000000
0.32,10000000
0.34,10000000
0.36000000000000004,10000000
0.38000000000000006,10000000
0.4000000000000001,10000000
0.4200000000000001,10000000
0.4400000000000001,10000000
0.46000000000000013,10000000
0.48000000000000015,10000000
0.5000000000000001,10000000
0.5200000000000001,2568004
0.5400000000000001,1219081
0.5600000000000002,10000000
0.5800000000000002,10000000
0.6000000000000002,10000000
0.6200000000000002,10000000
0.6400000000000002,10000000
0.6600000000000003,10000000
0.6800000000000003,1871578
0.7000000000000003,1525218
0.7200000000000003,2610772
0.7400000000000003,10000000
0.7600000000000003,10000000
0.7800000000000004,10000000
0.8000000000000004,1263473
0.8200000000000004,10000000
0.8400000000000004,10000000
0.8600000000000004,10000000
0.8800000000000004,10000000
0.9000000000000005,10000000
0.9200000000000005,10000000
0.9400000000000005,10000000
0.9600000000000005,1048905
0.9800000000000005,10000000
1.0000000000000004,10000000
1.0200000000000005,10000000
1.0400000000000005,10000000
1.0600000000000005,10000000
1.0800000000000005,10000000
1.1000000000000005,10000000
1.1200000000000006,1317315
1.1400000000000006,10000000
1.1600000000000006,10000000
1.1800000000000006,996931
1.2000000000000006,10000000
1.2200000000000006,10000000
1.2400000000000007,10000000
1.2600000000000007,1270918
1.2800000000000007,10000000
1.3000000000000007,2182240
1.3200000000000007,10000000
1.3400000000000007,10000000
1.3600000000000008,10000000
1.3800000000000008,2574489
1.4000000000000008,2051250
1.4200000000000008,10000000
1.4400000000000008,10000000
1.4600000000000009,10000000
1.4800000000000009,10000000
1.5000000000000009,996438
1.520000000000001,10000000
1.540000000000001,10000000
1.560000000000001,10000000
1.580000000000001,10000000
1.600000000000001,10000000
1.620000000000001,10000000
1.640000000000001,10000000
1.660000000000001,10000000
1.680000000000001,758641
1.700000000000001,866912
1.720000000000001,731709
1.740000000000001,10000000
1.7600000000000011,1744253
1.7800000000000011,10000000
1.8000000000000012,10000000
1.8200000000000012,1819736
1.8400000000000012,10000000
1.8600000000000012,725561
1.8800000000000012,10000000
1.9000000000000012,10000000
1.9200000000000013,10000000
1.9400000000000013,1240700
1.9600000000000013,10000000
1.9800000000000013,10000000
2.0000000000000013,10000000
2.0200000000000014,10000000
2.0400000000000014,769447
2.0600000000000014,10000000
2.0800000000000014,10000000
2.1000000000000014,1600397
2.1200000000000014,10000000
2.1400000000000015,1153178
2.1600000000000015,987840
2.1800000000000015,2074979
2.2000000000000015,637623
2.2200000000000015,2067243
2.2400000000000015,10000000
2.2600000000000016,10000000
2.2800000000000016,10000000
2.3000000000000016,10000000
2.3200000000000016,1584280
2.3400000000000016,10000000
2.3600000000000017,10000000
2.3800000000000017,10000000
2.4000000000000017,10000000
2.4200000000000017,10000000
2.4400000000000017,10000000
2.4600000000000017,1556498
2.4800000000000018,2359516
2.5000000000000018,10000000
2.520000000000002,1472746
2.540000000000002,10000000
2.560000000000002,10000000
2.580000000000002,10000000
2.600000000000002,1476058
2.620000000000002,10000000
2.640000000000002,10000000
2.660000000000002,10000000
2.680000000000002,579520
2.700000000000002,10000000
2.720000000000002,10000000
2.740000000000002,1550141
2.760000000000002,2265458
2.780000000000002,811280
2.800000000000002,10000000
2.820000000000002,10000000
2.840000000000002,1473423
2.860000000000002,10000000
